종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"012170","아센디오","KOSPI",,"1205","25","2.12","1170","1235","1145","312920","372717700","97013581180","80509196"
"246720","아스타","KOSDAQ","투자주의환기종목(소속부없음)","4760","0","0.00","4825","4835","4570","5669","26845420","60284348040","12664779"
"067390","아스트","KOSDAQ","중견기업부","6360","150","2.42","6270","6590","6270","433435","2783928490","163423341840","25695494"
"159010","아스플로","KOSDAQ","벤처기업부","23050","-250","-1.07","22900","23150","22650","24267","556092250","102455244650","4444913"
"127710","아시아경제","KOSDAQ","중견기업부","3440","175","5.36","3260","3585","3170","1157196","3904297785","103910043520","30206408"
"267850","아시아나IDT","KOSPI",,"15950","-300","-1.85","16150","16150","15800","8582","136527250","177045000000","11100000"
"020560","아시아나항공","KOSPI",,"17950","-250","-1.37","18000","18150","17850","206499","3706358000","1335691163800","74411764"
"154030","아시아종묘","KOSDAQ","기술성장기업부","5260","-90","-1.68","5300","5380","5180","42608","224163310","55861036940","10619969"
"227610","아우딘퓨쳐스","KOSDAQ","중견기업부","1260","15","1.20","1245","1300","1245","44765","56583010","27945348480","22178848"
"143160","아이디스","KOSDAQ","우량기업부","22450","250","1.13","22250","22550","22000","14356","321630300","240582955500","10716390"
"054800","아이디스홀딩스","KOSDAQ","중견기업부","13000","-150","-1.14","13150","13150","12700","10324","132528400","134520828000","10347756"
"332370","아이디피","KOSDAQ","중견기업부","8150","50","0.62","8150","8210","8100","14014","113955740","54090433450","6636863"
"122900","아이마켓코리아","KOSPI",,"10000","-100","-0.99","10050","10100","9970","34011","340356280","334288400000","33428840"
"339950","아이비김영","KOSDAQ","중견기업부","3485","25","0.72","3505","3560","3430","383561","1335904975","156639092675","44946655"
"099190","아이센스","KOSDAQ","우량기업부","29650","-650","-2.15","30000","30300","29450","42983","1278774050","407309106700","13737238"
"289010","아이스크림에듀","KOSDAQ","우량기업부","6790","-10","-0.15","6910","6950","6730","59802","407788040","87346811230","12864037"
"214430","아이쓰리시스템","KOSDAQ","우량기업부","19050","-750","-3.79","19650","19800","19050","47263","912630300","135383778000","7106760"
"040910","아이씨디","KOSDAQ","우량기업부","11650","-300","-2.51","11950","11950","11650","34607","406261950","210462061450","18065413"
"068940","아이씨케이","KOSDAQ","중견기업부","3885","260","7.17","3625","3920","3620","317496","1210762410","134730719970","34679722"
"052860","아이앤씨","KOSDAQ","벤처기업부","3690","-110","-2.89","3800","3800","3600","54209","199107225","65913931260","17862854"
"010780","아이에스동서","KOSPI",,"49100","-400","-0.81","49350","49900","48900","110181","5432119850","1516826954600","30892606"
"069920","아이에스이커머스","KOSDAQ","중견기업부","3285","5","0.15","3280","3320","3200","30840","100315635","84839599170","25826362"
"038880","아이에이","KOSDAQ","중견기업부","1165","-30","-2.51","1175","1190","1150","8006664","9342080015","343406059750","294769150"
"307180","아이엘사이언스","KOSDAQ","벤처기업부","5500","-130","-2.31","5630","5630","5440","84816","467882530","123399204500","22436219"
"101390","아이엠","KOSDAQ","중견기업부","6920","-60","-0.86","6700","7050","6700","69888","483020970","46495396960","6718988"
"078860","아이오케이","KOSDAQ","중견기업부","1235","10","0.82","1210","1250","1200","922148","1132144490","115155784250","93243550"
"114810","아이원스","KOSDAQ","중견기업부","10500","-450","-4.11","10700","10900","10200","616504","6451447150","267783327000","25503174"
"031310","아이즈비전","KOSDAQ","중견기업부","4030","-15","-0.37","4045","4070","3995","85029","341858300","66252788940","16439898"
"185490","아이진","KOSDAQ","기술성장기업부","16100","-400","-2.42","16250","17150","16000","193288","3173161400","344692595800","21409478"
"059100","아이컴포넌트","KOSDAQ","벤처기업부","6820","-80","-1.16","6990","7070","6800","61304","423355150","48223265200","7070860"
"149010","아이케이세미콘","KONEX","일반기업부","8080","180","2.28","8000","8200","7750","5708","45546190","25209600000","3120000"
"262840","아이퀘스트","KOSDAQ","벤처기업부","10950","200","1.86","10750","11100","10750","23504","257106200","107967000000","9860000"
"175250","아이큐어","KOSDAQ","기술성장기업부","15100","0","0.00","14800","15450","14750","74975","1132747100","285273171300","18892263"
"052460","아이크래프트","KOSDAQ","중견기업부","4680","-90","-1.89","4760","4850","4635","249531","1180266625","68365140480","14607936"
"119830","아이텍","KOSDAQ","중견기업부","9150","-40","-0.44","9190","9190","8930","179002","1621256400","173808413250","18995455"
"052770","아이톡시","KOSDAQ","관리종목(소속부없음)","2085","0","0.00","0","0","0","0","0","40936750305","19633933"
"124500","아이티센","KOSDAQ","중견기업부","4820","125","2.66","4690","4890","4650","75300","357510230","95953345060","19907333"
"372800","아이티아이즈","KOSDAQ","벤처기업부","20950","250","1.21","20600","21450","20300","18249","382551350","121027731000","5776980"
"084850","아이티엠반도체","KOSDAQ","우량기업부","40500","-600","-1.46","40100","40750","40050","36765","1484340000","936492192000","23123264"
"114840","아이패밀리에스씨","KOSDAQ","벤처기업부","17600","150","0.86","17650","17850","17350","9060","158087500","72516857600","4120276"
"223220","아이피몬스터","KONEX","일반기업부","638","0","0.00","0","0","0","0","0","24210696400","37947800"
"027360","아주IB투자","KOSDAQ","벤처기업부","3840","-25","-0.65","3795","3885","3785","246636","944152180","463960151040","120822956"
"139990","아주스틸","KOSPI",,"17200","-350","-1.99","17450","17500","17150","44794","772919550","454977650800","26452189"
"032080","아즈텍WB","KOSDAQ","중견기업부","3050","10","0.33","3065","3125","3020","169367","517564585","65547638450","21491029"
"013310","아진산업","KOSDAQ","중견기업부","3050","-30","-0.97","3055","3100","3035","400787","1229879625","118360075100","38806582"
"059120","아진엑스텍","KOSDAQ","벤처기업부","13500","-500","-3.57","14700","15450","13500","5316100","79003217100","131606046000","9748596"
"158430","아톤","KOSDAQ","벤처기업부","39100","-550","-1.39","39750","40950","38050","231766","9130479100","170224860700","4353577"
"149300","아퓨어스","KONEX","일반기업부","2465","65","2.71","2500","2500","2310","15737","37007515","85085166685","34517309"
"067160","아프리카TV","KOSDAQ","우량기업부","167000","-100","-0.06","164500","174500","163800","213570","35944683100","1919626089000","11494767"
"001540","안국약품","KOSDAQ","우량기업부","9970","-230","-2.25","10150","10150","9940","15890","159124310","130032927400","13042420"
"053800","안랩","KOSDAQ","우량기업부","85700","200","0.23","85600","90100","84800","563447","48911038400","858187373500","10013855"
"251280","안지오랩","KONEX","일반기업부","9180","20","0.22","9180","9180","9000","789","7128890","24895242000","2711900"
"065660","안트로젠","KOSDAQ","기술성장기업부","40900","-17400","-29.85","58300","58300","40900","138683","6977596200","385353460500","9421845"
"297570","알로이스","KOSDAQ","벤처기업부","2435","-50","-2.01","2480","2520","2420","361273","887270745","84302665830","34621218"
"001780","알루코","KOSPI",,"4100","-80","-1.91","4090","4430","4090","15706417","67446141990","368144051200","89791232"
"260660","알리코제약","KOSDAQ","우량기업부","7660","-150","-1.92","7770","7810","7600","15565","119650480","117404980860","15327021"
"361570","알비더블유","KOSDAQ","중견기업부","23900","-1100","-4.40","25000","25200","23900","24399","594876700","189541101000","7930590"
"131370","알서포트","KOSDAQ","벤처기업부","7290","40","0.55","7160","7410","7140","629407","4599986060","388317035070","53267083"
"140670","알에스오토메이션","KOSDAQ","중견기업부","12950","-450","-3.36","13150","13450","12900","292404","3834753000","120475663000","9303140"
"096610","알에프세미","KOSDAQ","중견기업부","7170","-200","-2.71","7180","7430","7050","455156","3278967980","75101440830","10474399"
"061040","알에프텍","KOSDAQ","중견기업부","5830","-140","-2.35","5910","5960","5790","141478","827384660","187080379970","32089259"
"148250","알엔투테크놀로지","KOSDAQ","벤처기업부","13300","-400","-2.92","13500","13750","13300","30682","411301100","101618503700","7640489"
"347860","알체라","KOSDAQ","기술성장기업부","29900","250","0.84","29450","30300","29200","113344","3391010850","410236461700","13720283"
"196170","알테오젠","KOSDAQ","기술성장기업부","56500","-1600","-2.75","57400","58600","55900","293838","16757624700","2390704727000","42313358"
"123750","알톤스포츠","KOSDAQ","중견기업부","4840","-105","-2.12","4935","4985","4795","50827","247059650","61692077480","12746297"
"085810","알티캐스트","KOSDAQ","중견기업부","2385","-25","-1.04","2425","2460","2310","136394","324147515","70800559065","29685769"
"117670","알파홀딩스","KOSDAQ","중견기업부","2800","-70","-2.44","2875","2875","2800","54920","154825540","62406265600","22287952"
"291650","압타머사이언스","KOSDAQ","기술성장기업부","14100","-100","-0.70","13900","14300","13850","29688","416148650","119372376600","8466126"
"293780","압타바이오","KOSDAQ","기술성장기업부","29150","-800","-2.67","29700","30000","29000","208501","6121036150","647026983900","22196466"
"267810","앙츠","KONEX","일반기업부","1450","175","13.73","1445","1450","1445","33","47840","2591150000","1787000"
"018250","애경산업","KOSPI",,"17500","-200","-1.13","17650","17750","17450","45683","802381800","462173862500","26409935"
"161000","애경케미칼","KOSPI",,"10300","-200","-1.90","10400","10500","10300","69538","721245600","501081702700","48648709"
"196300","애니젠","KOSDAQ","기술성장기업부","13300","-250","-1.85","13800","13800","13100","39766","528626950","74513994800","5602556"
"310200","애니플러스","KOSDAQ","중견기업부","4910","-170","-3.35","5000","5080","4905","343813","1709324055","144343438590","29397849"
"179530","애드바이오텍","KONEX","일반기업부","7180","180","2.57","6960","7180","6960","28755","201202880","55236055920","7693044"
"900100","애머릿지","KOSDAQ","관리종목(소속부없음)","3585","0","0.00","0","0","0","0","0","112029919965","31249629"
"205500","액션스퀘어","KOSDAQ","중견기업부","4815","-80","-1.63","4915","5040","4755","284702","1392521110","220308861240","45754696"
"052790","액토즈소프트","KOSDAQ","벤처기업부","13600","50","0.37","13300","13850","13250","138695","1883961850","154096676800","11330638"
"290740","액트로","KOSDAQ","벤처기업부","8510","-280","-3.19","8790","8900","8460","41029","356197080","85653243610","10065011"
"238090","앤디포스","KOSDAQ","벤처기업부","8420","160","1.94","8250","8440","8170","81335","678795390","198755329320","23605146"
"092600","앤씨앤","KOSDAQ","벤처기업부","4395","-110","-2.44","4490","4515","4355","141571","625848075","104202918480","23709424"
"129890","앱코","KOSDAQ","중견기업부","15700","-750","-4.56","16200","17800","14850","2162854","35447508350","154385667400","9833482"
"174900","앱클론","KOSDAQ","기술성장기업부","14950","-550","-3.55","15250","15900","14850","67422","1028586850","228407131550","15278069"
"255440","야스","KOSDAQ","우량기업부","16000","-250","-1.54","16000","16450","15600","43248","686247400","208928000000","13058000"
"060230","얍엑스","KOSDAQ","중견기업부","1365","-25","-1.80","1380","1410","1345","1033647","1417590980","118269165105","86644077"
"030960","양지사","KOSDAQ","중견기업부","10500","-150","-1.41","10900","11350","10500","334539","3649391300","167790000000","15980000"
"102120","어보브반도체","KOSDAQ","우량기업부","14300","-300","-2.05","14350","14600","14000","380918","5431677100","249673037900","17459653"
"238120","얼라인드","KOSDAQ","기술성장기업부","7670","-210","-2.66","7920","7980","7630","7981","62671300","55143066160","7189448"
"224810","엄지하우스","KONEX","일반기업부","5250","250","5.00","5250","5250","5250","1","5250","22050000000","4200000"
"019990","에너토크","KOSDAQ","중견기업부","9790","-260","-2.59","9900","10150","9770","78913","780146810","95512101520","9756088"
"011090","에넥스","KOSPI",,"2140","-50","-2.28","2190","2225","2135","538203","1169876295","128382111740","59991641"
"136510","에디슨EV","KOSDAQ","벤처기업부","27000","200","0.75","26950","27800","26300","2985318","81054066800","780385860000","28903180"
"270660","에브리봇","KOSDAQ","중견기업부","40000","-1500","-3.61","40000","41950","39000","457382","18442202300","243826840000","6095671"
"038680","에스넷","KOSDAQ","우량기업부","7340","-80","-1.08","7330","7590","7260","156021","1158441060","118402817160","16131174"
"137310","에스디바이오센서","KOSPI",,"55000","1600","3.00","53400","55100","53400","492751","26826941300","5679924415000","103271353"
"217480","에스디생명공학","KOSDAQ","중견기업부","3100","100","3.33","3015","3100","2940","78643","238973830","69486704600","22415066"
"121890","에스디시스템","KOSDAQ","투자주의환기종목(소속부없음)","739","0","0.00","0","0","0","0","0","7101198800","9609200"
"097780","에스맥","KOSDAQ","우량기업부","909","-3","-0.33","912","915","892","1094845","988941932","257719907250","283520250"
"042110","에스씨디","KOSDAQ","우량기업부","1965","215","12.29","1730","2025","1715","7421294","14332302860","94967593260","48329564"
"298060","에스씨엠생명과학","KOSDAQ","기술성장기업부","15000","-450","-2.91","15050","15800","14950","36823","558267750","180327810000","12021854"
"065420","에스아이리소스","KOSDAQ","관리종목(소속부없음)","639","0","0.00","0","0","0","0","0","43500682854","68076186"
"270210","에스알바이오텍","KONEX","일반기업부","5330","695","14.99","5330","5330","5330","2","10660","4300286640","806808"
"103230","에스앤더블류","KOSDAQ","관리종목(소속부없음)","2505","0","0.00","0","0","0","0","0","18036000000","7200000"
"260970","에스앤디","KOSDAQ","벤처기업부","18800","-300","-1.57","19100","19100","18650","6398","120749650","76317096000","4059420"
"101490","에스앤에스텍","KOSDAQ","우량기업부","32150","-450","-1.38","32500","32500","31550","175009","5581804450","689664021050","21451447"
"095910","에스에너지","KOSDAQ","중견기업부","4035","-55","-1.34","4150","4190","4010","70931","290063605","78265559415","19396669"
"275630","에스에스알","KOSDAQ","벤처기업부","6650","-50","-0.75","6710","6730","6500","33551","222325590","40019626850","6017989"
"031330","에스에이엠티","KOSDAQ","우량기업부","3925","-55","-1.38","3980","4020","3910","225360","889836465","392480637975","99995067"
"060540","에스에이티","KOSDAQ","중견기업부","3030","-30","-0.98","3070","3100","2985","245724","743395915","79183917180","26133306"
"351320","에스에이티이엔지","KOSDAQ","중견기업부","5570","-40","-0.71","5610","5630","5440","51407","284574400","113326585020","20345886"
"056190","에스에프에이","KOSDAQ","우량기업부","34850","-150","-0.43","34300","35050","34300","108930","3779173250","1251420286000","35908760"
"080000","에스엔유","KOSDAQ","우량기업부","3385","-60","-1.74","3470","3475","3385","57733","197144830","116182914950","34322870"
"086460","에스엔피제네틱스","KONEX","일반기업부","5520","715","14.88","5500","5520","5500","3173","17464700","10067652000","1823850"
"005850","에스엘","KOSPI",,"28150","-500","-1.75","28450","28650","28000","90727","2563785700","1356922247550","48203277"
"214310","에스엘바이오닉스","KOSDAQ","중견기업부","5370","-470","-8.05","5860","5860","5360","155905","862707840","24592468110","4579603"
"246250","에스엘에스바이오","KONEX","일반기업부","9400","610","6.94","8500","9400","8500","459","4143000","64536668200","6865603"
"041510","에스엠","KOSDAQ","중견기업부","69200","-300","-0.43","68200","70500","68000","416191","28797953400","1643216349200","23745901"
"299670","에스엠비나","KONEX","일반기업부","3000","-130","-4.15","3500","3500","3000","501","1503500","16350000000","5450000"
"007820","에스엠코어","KOSDAQ","중견기업부","6800","-160","-2.30","6940","6940","6690","125949","852908500","136230832800","20033946"
"109610","에스와이","KOSDAQ","중견기업부","3600","5","0.14","3555","3645","3535","255943","921836170","176066640000","48907400"
"012750","에스원","KOSPI",,"71500","500","0.70","69800","71700","69800","30467","2169184800","2716941227000","37999178"
"306040","에스제이그룹","KOSDAQ","우량기업부","21900","-400","-1.79","22300","22500","21850","22873","503473300","216061633200","9865828"
"217910","에스제이켐","KONEX","일반기업부","358","-27","-7.01","359","360","331","2284","817126","4650606876","12990522"
"224020","에스케이씨에스","KONEX","일반기업부","3940","140","3.68","4000","4000","3900","286","1119045","13591368840","3449586"
"096630","에스코넥","KOSDAQ","중견기업부","1730","10","0.58","1745","1780","1725","298214","522637405","114470638270","66167999"
"069510","에스텍","KOSDAQ","우량기업부","8980","-20","-0.22","9000","9050","8950","2380","21364810","97971800000","10910000"
"041910","에스텍파마","KOSDAQ","중견기업부","9020","10","0.11","9060","9170","8990","14955","135214860","107322332260","11898263"
"234300","에스트래픽","KOSDAQ","중견기업부","4480","45","1.01","4430","4570","4410","80555","362520900","116250901760","25948862"
"039440","에스티아이","KOSDAQ","우량기업부","17550","-700","-3.84","17850","18200","17300","214264","3784113650","277816500000","15830000"
"098660","에스티오","KOSDAQ","중견기업부","2555","25","0.99","2580","2600","2530","53710","136765780","31939993680","12500976"
"052020","에스티큐브","KOSDAQ","중견기업부","7880","-80","-1.01","7950","8110","7650","114152","888213040","240938115640","30575903"
"237690","에스티팜","KOSDAQ","중견기업부","119900","-5700","-4.54","122900","123500","118700","106547","12812130600","2255172122500","18808775"
"050760","에스폴리텍","KOSDAQ","중견기업부","3570","35","0.99","3550","3575","3465","46614","164364360","58314800460","16334678"
"288620","에스퓨얼셀","KOSDAQ","벤처기업부","24350","-250","-1.02","24500","24950","24150","12223","298832750","167389594600","6874316"
"317830","에스피시스템스","KOSDAQ","벤처기업부","8260","-170","-2.02","8260","8350","8000","182240","1485330250","67283482000","8145700"
"058610","에스피지","KOSDAQ","우량기업부","11600","-550","-4.53","11800","12100","11400","678854","7945966400","257257376000","22177360"
"043340","에쎈테크","KOSDAQ","중견기업부","1050","20","1.94","1035","1050","1025","171171","177795335","75600000000","72000000"
"023960","에쓰씨엔지니어링","KOSPI",,"2725","30","1.11","2785","3150","2705","813832","2329287335","84805022025","31121109"
"298690","에어부산","KOSPI",,"2105","-25","-1.17","2130","2135","2090","340169","715969265","408201600000","193920000"
"187660","에이디엠코리아","KOSDAQ","벤처기업부","5600","-20","-0.36","5570","5690","5520","87684","490129480","122283000000","21836250"
"054630","에이디칩스","KOSDAQ","벤처기업부","734","-8","-1.08","756","756","732","543824","400693138","58506744374","79709461"
"200710","에이디테크놀로지","KOSDAQ","우량기업부","21950","-750","-3.30","22400","22550","21700","84420","1857268550","292589812400","13329832"
"096690","에이루트","KOSDAQ","벤처기업부","630","-6","-0.94","636","649","628","1470910","934335641","99848542500","158489750"
"140910","에이리츠","KOSPI",,"7840","70","0.90","7830","8060","7770","5958","46809460","33064337600","4217390"
"078520","에이블씨엔씨","KOSPI",,"5940","-110","-1.82","6150","6150","5940","11980","71589460","160578746460","27033459"
"298380","에이비엘바이오","KOSDAQ","기술성장기업부","33050","500","1.54","32050","34800","31500","4362251","145683120550","1557424238750","47123275"
"203400","에이비온","KOSDAQ","기술성장기업부","11250","-350","-3.02","11350","12050","10950","109752","1236828300","210984041250","18754137"
"195990","에이비프로바이오","KOSDAQ","중견기업부","823","-9","-1.08","832","840","819","1125947","931013784","214177563619","260240053"
"003800","에이스침대","KOSDAQ","우량기업부","42800","-200","-0.47","42850","42850","42150","1045","44227350","474652000000","11090000"
"088800","에이스테크","KOSDAQ","중견기업부","12450","-450","-3.49","12650","12800","12300","217737","2712956800","544358832450","43723601"
"241840","에이스토리","KOSDAQ","중견기업부","27150","-900","-3.21","27550","28700","26850","81063","2222741150","258787284000","9531760"
"312610","에이에프더블류","KOSDAQ","벤처기업부","6740","-100","-1.46","6670","6830","6630","60663","407328360","136531425120","20256888"
"015260","에이엔피","KOSPI",,"2150","-15","-0.69","2170","2210","2115","256364","546631200","48023279350","22336409"
"234070","에이원알폼","KONEX","일반기업부","24850","0","0.00","0","0","0","0","0","85330178500","3433810"
"072990","에이치시티","KOSDAQ","중견기업부","14700","-150","-1.01","14850","14850","14500","19846","290522000","102835481700","6995611"
"227100","에이치앤비디자인","KOSDAQ","벤처기업부","6860","-10","-0.15","6870","7070","6780","87752","601867010","73993476060","10786221"
"044990","에이치엔에스하이텍","KONEX","일반기업부","11900","0","0.00","11750","12050","11700","1228","14600400","89381661600","7511064"
"176440","에이치엔티","KOSDAQ","투자주의환기종목(소속부없음)","1920","0","0.00","0","0","0","0","0","164619542400","85739345"
"043220","에이치엘비파워","KOSDAQ","중견기업부","1910","235","14.03","1660","1985","1640","13225502","24874952445","174030370070","91115377"
"239610","에이치엘사이언스","KOSDAQ","우량기업부","32400","-600","-1.82","32950","32950","31650","5730","183947800","174704526000","5392115"
"353070","에이치엠씨제4호스팩","KOSDAQ","SPAC(소속부없음)","2090","0","0.00","2090","2090","2080","2504","5221480","9007900000","4310000"
"353060","에이치엠씨제5호스팩","KOSDAQ","SPAC(소속부없음)","2090","5","0.24","2110","2110","2075","6593","13709910","10690350000","5115000"
"044780","에이치케이","KOSDAQ","벤처기업부","2080","-40","-1.89","2125","2125","2040","258504","538403725","38492036960","18505787"
"357230","에이치피오","KOSDAQ","중견기업부","11650","0","0.00","11650","11750","11400","20805","239844800","232279564000","19938160"
"071670","에이테크솔루션","KOSDAQ","중견기업부","14200","-600","-4.05","14500","14650","14100","114604","1644988500","142000000000","10000000"
"045660","에이텍","KOSDAQ","우량기업부","21500","-700","-3.15","22000","22400","21500","134546","2932568200","177590000000","8260000"
"224110","에이텍티앤","KOSDAQ","벤처기업부","19650","-550","-2.72","20250","20250","19450","62655","1236614350","104931000000","5340000"
"230980","에이트원","KOSDAQ","벤처기업부","1730","-10","-0.57","1740","1750","1715","338931","586704220","107309189090","62028433"
"021080","에이티넘인베스트","KOSDAQ","벤처기업부","5080","-160","-3.05","5180","5230","5080","671556","3449695450","243840000000","48000000"
"089530","에이티세미콘","KOSDAQ","중견기업부","1285","-35","-2.65","1320","1320","1270","142514","183126230","39787251970","30962842"
"200470","에이팩트","KOSDAQ","중견기업부","5930","-40","-0.67","5950","5970","5820","71782","422121960","109563800770","18476189"
"207490","에이펙스인텍","KONEX","일반기업부","8000","0","0.00","8000","8000","8000","5","40000","28800000000","3600000"
"262260","에이프로","KOSDAQ","우량기업부","39550","1200","3.13","37600","39600","37450","172207","6715794450","279458006100","7065942"
"109960","에이프로젠 H&G","KOSDAQ","중견기업부","636","-5","-0.78","641","651","635","146851","93777014","113650158012","178695217"
"007460","에이프로젠 MED","KOSPI",,"1545","-15","-0.96","1555","1585","1540","994211","1550301295","307694830350","199155230"
"003060","에이프로젠제약","KOSPI",,"824","-9","-1.08","834","838","821","536057","444679954","328426432008","398575767"
"244920","에이플러스에셋","KOSPI",,"8080","-60","-0.74","8000","8330","7980","134080","1093944740","182670159440","22607693"
"089970","에이피티씨","KOSDAQ","우량기업부","19800","-850","-4.12","20300","20450","19600","219633","4379716000","469271781000","23700595"
"230240","에치에프알","KOSDAQ","중견기업부","31050","-850","-2.66","31350","32100","30150","147095","4543022900","399986721000","12882020"
"230360","에코마케팅","KOSDAQ","벤처기업부","15100","-250","-1.63","15000","15350","14900","63386","955549450","494268737900","32733029"
"038870","에코바이오","KOSDAQ","중견기업부","6850","-70","-1.01","6920","6980","6820","23499","162191170","79535308900","11610994"
"128540","에코캡","KOSDAQ","벤처기업부","10150","50","0.50","9910","10250","9910","407764","4099805470","147771820000","14558800"
"086520","에코프로","KOSDAQ","우량기업부","97000","-5500","-5.37","100700","101400","97000","445222","43362412700","2325640184000","23975672"
"247540","에코프로비엠","KOSDAQ","우량기업부","433800","-21200","-4.66","452500","452500","433000","287613","123832327900","9942464350800","22919466"
"383310","에코프로에이치엔","KOSDAQ","중견기업부","63900","-1100","-1.69","64600","65000","63000","95046","6003859400","977985154800","15304932"
"038110","에코플라스틱","KOSDAQ","중견기업부","2605","-80","-2.98","2645","2695","2585","516042","1348870805","89011208850","34169370"
"073540","에프알텍","KOSDAQ","벤처기업부","3155","-105","-3.22","3260","3320","3100","83075","265088535","35967000000","11400000"
"064850","에프앤가이드","KOSDAQ","벤처기업부","10050","-100","-0.99","10000","10150","9980","15090","151230210","121404000000","12080000"
"064090","에프앤리퍼블릭","KOSDAQ","투자주의환기종목(소속부없음)","2350","-10","-0.42","2365","2395","2315","8052","18934515","25825111150","10989409"
"036810","에프에스티","KOSDAQ","우량기업부","23050","-450","-1.91","23100","23300","22700","147680","3380933250","501493986450","21756789"
"173940","에프엔씨엔터","KOSDAQ","중견기업부","7570","-50","-0.66","7620","7620","7400","9440","70708530","108742141600","14364880"
"083500","에프엔에스테크","KOSDAQ","벤처기업부","11100","-200","-1.77","11150","11300","10800","75204","825983750","93081514200","8385722"
"054940","엑사이엔씨","KOSDAQ","중견기업부","1340","40","3.08","1310","1375","1305","493162","661721395","44452554320","33173548"
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)","16050","250","1.58","15900","16300","15800","204982","3287919700","582864208350","36315527"
"205100","엑셈","KOSDAQ","벤처기업부","4080","-45","-1.09","4100","4120","4050","144677","590311260","143339673840","35132273"
"070300","엑스큐어","KOSDAQ","벤처기업부","4390","-10","-0.23","4415","4415","4305","45998","201184585","32337064860","7366074"
"092870","엑시콘","KOSDAQ","우량기업부","14400","-550","-3.68","14950","14950","14050","73591","1057023650","150856228800","10476127"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","12200","0","0.00","12500","12500","11800","54335","653687700","93733271000","7683055"
"067570","엔브이에이치코리아","KOSDAQ","중견기업부","4250","130","3.16","4075","4500","4010","2267093","9827103935","139505026000","32824712"
"236810","엔비티","KOSDAQ","기술성장기업부","25000","-1800","-6.72","26000","26800","24750","551949","14223329400","212192825000","8487713"
"140610","엔솔바이오사이언스","KONEX","일반기업부","14200","-250","-1.73","14800","14800","14050","7613","107778700","136382536800","9604404"
"333620","엔시스","KOSDAQ","벤처기업부","21750","-550","-2.47","21850","22300","21550","155041","3377922000","229600482000","10556344"
"101400","엔시트론","KOSDAQ","관리종목(소속부없음)","1330","-10","-0.75","1350","1350","1310","67531","89454025","42953558970","32295909"
"036570","엔씨소프트","KOSPI",,"565000","-13000","-2.25","572000","582000","563000","192639","110122231000","12404022430000","21954022"
"217820","엔에스","KOSDAQ","우량기업부","10050","-100","-0.99","10050","10450","9980","129506","1308077080","115708031850","11513237"
"138250","엔에스쇼핑","KOSPI",,"11900","-200","-1.65","11950","12050","11700","84193","999247800","400982400000","33696000"
"031860","엔에스엔","KOSDAQ","중견기업부","1005","0","0.00","1010","1025","1000","167453","168585785","57981474045","57693009"
"238170","엔에스엠","KONEX","일반기업부","865","5","0.58","899","899","816","28697","24773166","17970101660","20774684"
"224760","엔에스컴퍼니","KONEX","일반기업부","6190","-610","-8.97","6190","6190","6190","200","1238000","24386743000","3939700"
"365590","엔에이치스팩18호","KOSDAQ","SPAC(소속부없음)","2085","-30","-1.42","2115","2135","2080","82163","172100445","9591000000","4600000"
"380440","엔에이치스팩19호","KOSPI",,"2085","5","0.24","2090","2090","2080","136533","284242130","106939650000","51290000"
"391060","엔에이치스팩20호","KOSDAQ","SPAC(소속부없음)","2070","0","0.00","2070","2080","2065","46260","95938250","52785000000","25500000"
"391710","엔에이치스팩21호","KOSDAQ","SPAC(소속부없음)","2305","0","0.00","0","0","0","0","0","17195300000","7460000"
"396770","엔에이치스팩22호","KOSDAQ","SPAC(소속부없음)","2100","5","0.24","2100","2115","2090","8840","18520035","13524000000","6440000"
"265740","엔에프씨","KOSDAQ","벤처기업부","13100","-200","-1.50","13250","13400","12850","21305","277545800","117006580000","8931800"
"354200","엔젠바이오","KOSDAQ","기술성장기업부","13950","-150","-1.06","14050","14100","13700","16399","228562400","173411222400","12430912"
"093510","엔지브이아이","KONEX","일반기업부","2650","305","13.01","2650","2650","2650","1","2650","15953000000","6020000"
"208860","엔지스테크널러지","KOSDAQ","투자주의환기종목(소속부없음)","2205","0","0.00","0","0","0","0","0","25233717915","11443863"
"183490","엔지켐생명과학","KOSDAQ","기술성장기업부","49700","-50","-0.10","48600","49700","48000","39384","1918299000","414067846500","8331345"
"085310","엔케이","KOSPI",,"994","-6","-0.60","1005","1020","992","171799","172043483","79503451888","79983352"
"182400","엔케이맥스","KOSDAQ","기술성장기업부","18400","-650","-3.41","19000","19200","18100","375729","6949533050","698994932000","37988855"
"348370","엔켐","KOSDAQ","벤처기업부","110700","-9200","-7.67","118100","121000","108700","380586","43428801400","1682163104400","15195692"
"069410","엔텔스","KOSDAQ","벤처기업부","9040","-190","-2.06","9230","9280","8980","41302","376938090","92613208960","10244824"
"227950","엔투텍","KOSDAQ","중견기업부","1645","-120","-6.80","1680","1730","1530","3370091","5553067455","147065523430","89401534"
"291230","엔피","KOSDAQ","중견기업부","11350","-150","-1.30","11200","11800","11150","456283","5238182100","453997820800","39999808"
"198080","엔피디","KOSDAQ","우량기업부","3100","15","0.49","3100","3155","3080","66459","206331710","66759073500","21535185"
